code	file	index	law_id	article	issue	detail	question
D5	batch10_h2	33	ENV-19	第48條	題幹疑似洩答	輔導事業預防及整治土壤及地下水污染	依本法規定，輔導事業預防及整治土壤及地下水污染之機關為何？
D3	batch10_h2	37	ENV-19	第51條	選項a 中英數值不同	zh多:[4.0] en多:[40.0]	土地開發行為人於整治場址公告解除列管且開發計畫實施前，應依何基準繳交款項？比率為
D5	batch10_h3	34	ENV-20	第30條	題幹疑似洩答	製造或輸入量及物質種類分為	化學物質資料登錄之內容包括哪些項目？依製造或輸入量及物質種類分為哪幾種登錄？
D3	batch10_h4	3	ENV-20	第41條	選項b 中英數值不同	zh多:[24.0] en多:[4.0, 20.0]	毒化物及經指定公告具危害性之關注化學物質發生哪些情形時，運作人應如何處理？至遲應
D3	batch10_h4	4	ENV-20	第41條	選項c 中英數值不同	zh多:[24.0] en多:[4.0, 20.0]	運送過程發生突發事故時，運作人或所有人應於多久內派員至現場？事故後應製作何種文件
D1	batch10_h4	16	ENV-20	第52條	選項b 疑似也對	除處罰其行為人外對該法人或自然人亦科以各該條	法人之負責人、代理人、受僱人或其他從業人員因執行業務犯第五十條、第五十一條之罪者
D5	batch10_i1	25	ENV-22	第17條	題幹疑似洩答	氣候變遷調適能力建構事項	依第17條規定，國民、事業及團體對氣候變遷調適能力建構事項負有何種責任？
D5	batch10_i1	31	ENV-22	第21條、第49條	題幹疑似洩答	通知限期補正或改善屆期	事業違反依第21條第2項所定辦法中有關盤查、登錄頻率、紀錄、期限或管理之規定，經
D2	batch10_i1	36	ENV-22	第24條	正確選項缺依據	由中央主管機關訂定辦法規範之	第24條第1項所稱一定規模、增量抵換一定比率、期程及代金之計算與繳納期限等事項，
D2	batch10_i1	39	ENV-22	第26條	正確選項缺依據	折抵事業依本法應繳納之罰鍰金額及其滯納金	依第26條，減量額度之用途不包括下列何者？
D2	batch10_i2	0	ENV-22	第32條	正確選項缺依據	依本法各條規定裁處事業所得之罰鍰及其加徵之滯納金收入	依第32條，溫室氣體管理基金之來源不包括下列何者？
D3	batch10_i2	37	ENV-22	第57條	選項c 中英數值不同	zh多:[180.0] en多:[80.0]	依本法通知限期補正、改善或申報者，其期間以多久為限？因不可抗力未能完成時應如何辦
D2	batch10_i2	45	ENV-22	第63條	正確選項缺依據	自公布日施行	本法之施行日期為何？
D2	batch11_a1	0	OSH-07	第1條	正確選項缺依據	職業安全衛生法第六條第三項	職業安全衛生設施規則係依據下列何項規定訂定？
D5	batch11_a1	1	OSH-07	第2條	題幹疑似洩答	之安全衛生設備及措施	職業安全衛生設施規則就雇主之安全衛生設備及措施，具有何種地位？
D2	batch11_a1	7	OSH-07	第10條	正確選項缺依據	本條業經刪除，現行規則已無規定內容	職業安全衛生設施規則第10條之現行條文內容為何？
D2	batch11_a1	9	OSH-07	第14條	正確選項缺依據	氯酸鉀等氯酸鹽類	下列何者屬本規則第14條所列之氧化性物質？
D1	batch11_a1	10	OSH-07	第15條	選項c 疑似也對	大氣壓下攝氏十五度時具有可燃性之氣體	本規則所稱可燃性氣體，其概括定義之條件為何？
D2	batch11_a1	14	OSH-07	第19條	正確選項缺依據	本條已刪除，現行規則未有任何規定內容	職業安全衛生設施規則第19條之現行條文內容為何？
D2	batch11_a1	21	OSH-07	第26條	正確選項缺依據	本條經修正刪除，現行條文並無規定內容	職業安全衛生設施規則第26條之現行條文內容為何？
D2	batch11_a1	24	OSH-07	第28條	正確選項缺依據	本條業已刪除，目前並無任何規定內容	職業安全衛生設施規則第28條之現行條文內容為何？
D2	batch11_a1	25	OSH-07	第29條之3	正確選項缺依據	應禁止無關人員進入並於入口公告，非作業期間另採上鎖或阻隔等管制	對於局限空間作業場所之人員管制，本規則規定為何？
D2	batch11_a2	5	OSH-07	第67條	正確選項缺依據	應禁止勞工進入，並加以標示	對於自動輸材台或帶鋸輸材台與鋸齒之間，雇主應如何辦理？
D3	batch11_a2	10	OSH-07	第75條	選項b 中英數值不同	zh多:[8.0] en多:[80.0]	對於離心機械之使用，本規則就轉速有何規定？
D2	batch11_a2	11	OSH-07	第77條	正確選項缺依據	應使機械停止運轉，但作業需要不能停止且以工具取出不致危及安全者除外	自粉碎機或混合機取出內裝物時，本規則之規定為何？
D2	batch11_a2	14	OSH-07	第80條	正確選項缺依據	導梭	對於置有紗梭之織機，雇主應裝置何種設備？
D2	batch11_a2	27	OSH-07	第100條	正確選項缺依據	已變形或已龜裂者	下列何種吊鉤、鉤環或鏈環，不得作為起重升降機具之吊掛用具？
D2	batch11_a2	38	OSH-07	第114條	正確選項缺依據	本條業經刪除，現行規則並無規定內容	職業安全衛生設施規則第114條之現行條文內容為何？
D2	batch11_a2	43	OSH-07	第123條	正確選項缺依據	本條已刪除，目前並無任何規定之內容	職業安全衛生設施規則第123條之現行條文內容為何？
D2	batch11_a3	5	OSH-07	第128條之6	正確選項缺依據	原則不得搭載；於平坦堅固場所並規定信號、指定引導人員及適當速率者除外	無工作台操作行駛構造之高空工作車行駛時，勞工搭載於工作台上之限制為何？
D1	batch11_a3	7	OSH-07	第128條之8	選項b 疑似也對	國家標準CNS16368CNS16653系列CNS18893	高空工作車之構造所應符合之標準，如國家標準與國際標準不一致時，以何者為準？
D2	batch11_a3	9	OSH-07	第130條	正確選項缺依據	應使用適當之連結裝置	對於連結軌道機械車輛時，本規則規定應如何辦理？
D2	batch11_a3	25	OSH-07	第147條	正確選項缺依據	應具良好視野之構造，並為防止駕駛者跌落設置護圍等	對行駛於軌道之動力車駕駛座，本規則規定為何？
D2	batch11_a3	27	OSH-07	第149條	正確選項缺依據	駕駛離開位置時應採煞車等措施防止逸走；操作捲揚裝置者操作時不得離開位置	對於駕駛動力車者及操作捲揚裝置者，本規則分別有何規定？
D2	batch11_a3	40	OSH-07	第168條	正確選項缺依據	本條業經刪除，現行規則已無規定內容	職業安全衛生設施規則第168條之現行條文內容為何？
D3	batch11_a4	8	OSH-07	第181條	選項c 中英數值不同	zh多:[24.0] en多:[4.0, 20.0]	對於以水處理高熱礦渣或廢棄高熱礦渣之場所，本規則規定為何？
D2	batch11_a4	17	OSH-07	第186條	正確選項缺依據	本條業經刪除，現行規則已無規定內容	職業安全衛生設施規則第186條之現行條文內容為何？
D2	batch11_a4	29	OSH-07	第202條	正確選項缺依據	開始使用或變更乾燥方法時，事先告知有關勞工作業方法，並直接指揮作業	對於乾燥作業，本規則規定應指定專人辦理之事項為何？
D2	batch11_a5	5	OSH-07	第239條	正確選項缺依據	國家標準規格	雇主使用之電氣器材及電線等，本規則規定應符合何種規格？
D1	batch11_a5	28	OSH-07	第270條	選項b 疑似也對	兩邊皆為露出帶電部分且無隔離之防護者	本規則所稱之「工作環境乙」，其意義為何？
D1	batch11_a5	28	OSH-07	第270條	選項c 疑似也對	水平工作空間一邊有露出帶電部分另一邊無露出	本規則所稱之「工作環境乙」，其意義為何？
D2	batch11_a5	29	OSH-07	第271條	正確選項缺依據	應設適當之通路	對於配電盤後面如裝設有高壓器具或電線時，本規則規定應如何辦理？
D2	batch11_a6	3	OSH-07	第291條	正確選項缺依據	本條業經刪除，現行規則已無規定內容	職業安全衛生設施規則第291條之現行條文內容為何？
D2	batch11_a6	13	OSH-07	第299條之1	正確選項缺依據	作業期間應採取出入口之門或蓋不致閉鎖之措施；門蓋易自內部開啟者除外	使勞工於冷藏室、冷凍室、地窖等密閉設施內部作業時，本規則規定為何？
D1	batch11_a6	18	OSH-07	第306條	選項c 疑似也對	球溫度超過攝氏二十七度或濕球與乾球溫度相差攝氏	人工濕潤工作場所於何種溫度條件下，應立即停止人工濕潤？
D2	batch11_a6	24	OSH-07	第316條	正確選項缺依據	應予適當消毒	工作場所之底板、周圍牆壁、容器等有被生物病原體污染之虞者，應如何辦理？
D2	batch11_a6	26	OSH-07	第321條	正確選項缺依據	本條已刪除，目前並無任何規定內容	職業安全衛生設施規則第321條之現行條文內容為何？
D2	batch11_a6	28	OSH-07	第324條	正確選項缺依據	本條經修正刪除，現行條文並無內容	職業安全衛生設施規則第324條之現行條文內容為何？
D2	batch11_a6	34	OSH-07	第326條之2	正確選項缺依據	本條業已刪除，並無任何規定之內容	職業安全衛生設施規則第326條之2之現行條文內容為何？
D2	batch11_a6	35	OSH-07	第326條之3	正確選項缺依據	本條經刪除，現行規則未定任何內容	職業安全衛生設施規則第326條之3之現行條文內容為何？
D2	batch11_a6	36	OSH-07	第326條之4	正確選項缺依據	本條業經刪除，現行條文無規定內容	職業安全衛生設施規則第326條之4之現行條文內容為何？
D2	batch11_a6	37	OSH-07	第326條之5	正確選項缺依據	本條已刪除，現行規則並無規定內容	職業安全衛生設施規則第326條之5之現行條文內容為何？
D2	batch11_a6	38	OSH-07	第326條之6	正確選項缺依據	本條經修正刪除，已無任何規定內容	職業安全衛生設施規則第326條之6之現行條文內容為何？
D2	batch11_a6	39	OSH-07	第326條之7	正確選項缺依據	本條業已刪除，現行規則無規定內容	職業安全衛生設施規則第326條之7之現行條文內容為何？
D2	batch11_a6	40	OSH-07	第326條之8	正確選項缺依據	本條刪除後，現行條文並無規定內容	職業安全衛生設施規則第326條之8之現行條文內容為何？
D2	batch11_a6	41	OSH-07	第326條之9	正確選項缺依據	本條業經刪除，並無現行之規定內容	職業安全衛生設施規則第326條之9之現行條文內容為何？
D3	batch11_a6	43	OSH-07	第328條	選項a 中英數值不同	zh多:[7.0] en多:[21.0]	本規則中華民國一百十五年六月三十日修正發布之條文，其施行日期原則為何？
D3	batch11_a6	43	OSH-07	第328條	選項c 中英數值不同	zh多:[7.0] en多:[57.0]	本規則中華民國一百十五年六月三十日修正發布之條文，其施行日期原則為何？
D3	batch11_b1	3	OSH-41	第6條	選項a 中英數值不同	zh多:[300.0] en多:[200.0]	毒性氣體之容許濃度依何規定認定？除列舉氣體外之一般門檻為多少？
D3	batch11_b1	3	OSH-41	第6條	選項b 中英數值不同	zh多:[200.0] en多:[100.0]	毒性氣體之容許濃度依何規定認定？除列舉氣體外之一般門檻為多少？
D3	batch11_b1	3	OSH-41	第6條	選項c 中英數值不同	zh多:[600.0] en多:[500.0]	毒性氣體之容許濃度依何規定認定？除列舉氣體外之一般門檻為多少？
D3	batch11_b1	3	OSH-41	第6條	選項d 中英數值不同	zh多:[150.0] en多:[50.0]	毒性氣體之容許濃度依何規定認定？除列舉氣體外之一般門檻為多少？
D2	batch11_b1	7	OSH-41	第11條	正確選項缺依據	低溫容器得以絕熱材料被覆或以冷凍設備冷卻，為超低溫容器以外供灌裝液化氣體者	低溫容器與超低溫容器之區別為何？
D3	batch11_b1	14	OSH-41	第18條	選項a 中英數值不同	zh多:[9.0] en多:[0.9]	壓縮氣體儲存設備與液化氣體儲存設備之儲存能力計算式各為何？
D3	batch11_b1	14	OSH-41	第18條	選項b 中英數值不同	zh多:[8.0] en多:[0.8]	壓縮氣體儲存設備與液化氣體儲存設備之儲存能力計算式各為何？
D3	batch11_b1	14	OSH-41	第18條	選項d 中英數值不同	zh多:[9.0] en多:[0.9]	壓縮氣體儲存設備與液化氣體儲存設備之儲存能力計算式各為何？
D3	batch11_b1	15	OSH-41	第18條	選項c 中英數值不同	zh多:[9.0] en多:[0.9]	儲存能力算式中Ｐ值指儲存設備在何溫度時之最高灌裝壓力？液化氣體容器之儲存能力如何
D3	batch11_b1	18	OSH-41	第20條	選項a 中英數值不同	zh多:[8.0] en多:[0.08]	冷凍能力算式Ｒ＝Ｖ／Ｃ中，以多段壓縮方式或多元冷凍方式之製造設備，其Ｖ值如何計算
D3	batch11_b1	18	OSH-41	第20條	選項b 中英數值不同	zh多:[8.0] en多:[0.08]	冷凍能力算式Ｒ＝Ｖ／Ｃ中，以多段壓縮方式或多元冷凍方式之製造設備，其Ｖ值如何計算
D3	batch11_b1	18	OSH-41	第20條	選項c 中英數值不同	zh多:[8.0] en多:[0.8]	冷凍能力算式Ｒ＝Ｖ／Ｃ中，以多段壓縮方式或多元冷凍方式之製造設備，其Ｖ值如何計算
D3	batch11_b1	18	OSH-41	第20條	選項d 中英數值不同	zh多:[8.0] en多:[0.8]	冷凍能力算式Ｒ＝Ｖ／Ｃ中，以多段壓縮方式或多元冷凍方式之製造設備，其Ｖ值如何計算
D3	batch11_b1	41	OSH-41	第47條	選項c 中英數值不同	zh多:[9.0] en多:[90.0]	高壓氣體設備中可進行溫度變化之反應、分離、蒸餾、熱交換及加熱設備，應設置何種裝置
D3	batch11_b1	42	OSH-41	第48條	選項c 中英數值不同	zh多:[9.0] en多:[90.0]	高壓氣體設備、儲存設備或冷媒設備，應設置何種計器及安全裝置？
D3	batch11_b2	18	OSH-41	第78條	選項a 中英數值不同	zh多:[4.0, 9.0] en多:[90.0]	霧劑之製造作業，對製造設備四周及霧劑之壓力與容量有何規定？
D3	batch11_b2	18	OSH-41	第78條	選項b 中英數值不同	zh多:[4.0, 8.0] en多:[80.0]	霧劑之製造作業，對製造設備四周及霧劑之壓力與容量有何規定？
D3	batch11_b2	18	OSH-41	第78條	選項c 中英數值不同	zh多:[7.0] en多:[70.0]	霧劑之製造作業，對製造設備四周及霧劑之壓力與容量有何規定？
D2	batch11_b2	20	OSH-41	第81條	正確選項缺依據	應埋設於地盤內	經認定對公共具有危險之液化石油氣儲槽，應如何設置？
